title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Camille assise sur la plage à trouville,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$2.3M,$12.1M,5.2x,18 years,https://www.masterworks.com/research/artist/claude-monet/artwork/camille-assise-sur-la-plage--trouville-1871-w:48ac14dcf2da88f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN16718lot6.jpg
"""waterloo bridge, brouillard""",CLAUDE MONET (b. 1840 d. 1926),pastel on paper,$82.1K,$404.2K,4.9x,12 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22waterloo-bridge,-brouillard%22-1901-w:c80c4638f58bc25",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL15007lot414.jpg
Iris mauves,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$3.9M,$17.1M,4.4x,18 years,https://www.masterworks.com/research/artist/claude-monet/artwork/iris-mauves-1915-w:d705fae49e4f1ed,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL10334lot123.jpg
Le bassin aux nymphéas,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$16.8M,$70.4M,4.2x,17 years,https://www.masterworks.com/research/artist/claude-monet/artwork/le-bassin-aux-nymphas-1919-w:9f150c61006f6a3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10680lot133.jpg
"""le parlement, soleil couchant (the houses of parliament, at sunset)""",CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$9.9M,$40.5M,4.1x,26 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22le-parlement,-soleil-couchant-(the-houses-of-parliament,-at-sunset)%22-1901-w:acd8302641fed2f",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN3739lot208.jpg
Cathédrale de rouen,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$996K,$4M,4x,13 years,https://www.masterworks.com/research/artist/claude-monet/artwork/cathdrale-de-rouen-1892-w:50bc561c1a604d0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09139lot2.jpg
Iris,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.7M,$6.1M,3.7x,12 years,https://www.masterworks.com/research/artist/claude-monet/artwork/iris-1870-w:158b0e306a3b28a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08898lot26.jpg
Le chemin de halage à granval,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.3M,$4.1M,3x,10 years,https://www.masterworks.com/research/artist/claude-monet/artwork/le-chemin-de-halage--granval-1883-w:38a010123d17a61,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7974lot6.jpg
La falaise d'amont,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.4M,$3.6M,2.7x,12 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-falaise-d'amont-1855-w:6f1e23433f66bdd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09930lot34.jpg
Antibes vue de la salis,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$5.1M,$13.3M,2.6x,21 years,https://www.masterworks.com/research/artist/claude-monet/artwork/antibes-vue-de-la-salis-w:ad9d621d2ebdb6e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10786lot32.jpg
Nymphéas,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$20.9M,$54M,2.6x,14 years,https://www.masterworks.com/research/artist/claude-monet/artwork/nymphas-1906-w:444b529a766f9d7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL14006lot21.jpg
La maison à travers les roses,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$406.2K,$1M,2.5x,20 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-maison--travers-les-roses-1926-w:0faa3579c6a2ed2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09931lot37.jpg
Coucher de soleil à lavacourt,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.9M,$4.7M,2.5x,9 years,https://www.masterworks.com/research/artist/claude-monet/artwork/coucher-de-soleil--lavacourt-1880-w:b17386607c62e79,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7599lot36.jpg
La seine et les côteaux de chantemesle,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$991.8K,$2.3M,2.3x,11 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-seine-et-les-cteaux-de-chantemesle-1880-w:19a2c245eefd8f5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL14239lot77.jpg
Charing cross bridge,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$992.5K,$2.2M,2.3x,19 years,https://www.masterworks.com/research/artist/claude-monet/artwork/charing-cross-bridge-1901-w:f03bd866894f77b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08587lot37.jpg
La seine à argenteuil,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$2.9M,$6.2M,2.1x,7 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-seine--argenteuil-1877-w:8dceb0a32a8a650,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08741lot30.jpg
"""aiguille d'etretat, marée basse""",CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.9M,$4.1M,2.1x,6 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22aiguille-d'etretat,-mare-basse%22-1883-w:2130a1d275c646e",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7974lot58.jpg
Arbres fruitiers,CLAUDE MONET (b. 1840 d. 1926),pastel on buff paper,$247.8K,$509K,2.1x,13 years,https://www.masterworks.com/research/artist/claude-monet/artwork/arbres-fruitiers-1875-w:f11e347b5073841,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN3443lot113.jpg
Au parc monceau,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$5.3M,$10.3M,1.9x,8 years,https://www.masterworks.com/research/artist/claude-monet/artwork/au-parc-monceau-1878-w:2779384dea51d31,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7735lot6.jpg
Le train à jeufosse,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.9M,$3.5M,1.8x,16 years,https://www.masterworks.com/research/artist/claude-monet/artwork/le-train--jeufosse-1884-w:223fdbd20f07b4d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN17658lot15.jpg
Le village de lavacourt,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$502K,$886K,1.8x,15 years,https://www.masterworks.com/research/artist/claude-monet/artwork/le-village-de-lavacourt-1878-w:6b4b69008e2f2cc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN9770lot21.jpg
La seine à argenteuil,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$8.4M,$14.5M,1.7x,17 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-seine--argenteuil-1875-w:c6242501011a8fa,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL14006lot20.jpg
"""le binnen-amstel, amsterdam""",CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$545.1K,$874.5K,1.6x,4 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22le-binnen-amstel,-amsterdam%22-1874-w:d03817d945dccee",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL08005lot18.jpg
"""paysage, environs du havre""",CLAUDE MONET (b. 1840 d. 1926),pastel on paper,$360.5K,$557.9K,1.5x,6 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22paysage,-environs-du-havre%22-1878-w:f86097cb4a9fd33",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BL21004lot62.jpg
La seine en crue à vétheuil,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.7M,$2.4M,1.4x,11 years,https://www.masterworks.com/research/artist/claude-monet/artwork/la-seine-en-crue--vtheuil-1881-w:c8559e9f506a1a5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1370lot7.jpg
"""le dam à zaandam, le soir""",CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$2.8M,$3.5M,1.3x,15 years,"https://www.masterworks.com/research/artist/claude-monet/artwork/%22le-dam--zaandam,-le-soir%22-1871-w:fbe38e27faaa307",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL15483lot59.jpg
Portrait d'andré lauvray,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$442K,$507K,1.1x,17 years,https://www.masterworks.com/research/artist/claude-monet/artwork/portrait-d'andr-lauvray-1880-w:0eb91a4874131c9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09931lot125A.jpg
Nymphéas (fragment),CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$459.8K,$473.7K,1x,24 years,https://www.masterworks.com/research/artist/claude-monet/artwork/nymphas-(fragment)-1890-w:c4aa375395f7275,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/DL1509lot121.jpg
Effet de neige à limetz,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$2.9M,$2.7M,0.9x,10 years,https://www.masterworks.com/research/artist/claude-monet/artwork/effet-de-neige--limetz-1886-w:81e422eef159e59,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2311lot10.jpg
Bords de la seine en automne,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$1.8M,$1.7M,0.9x,6 years,https://www.masterworks.com/research/artist/claude-monet/artwork/bords-de-la-seine-en-automne-1876-w:de14261ff5f411c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08789lot25.jpg
Dans la prairie,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$24.6M,$16.3M,0.7x,21 years,https://www.masterworks.com/research/artist/claude-monet/artwork/dans-la-prairie-1876-w:90ca213132595d9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7701lot107.jpg
Bennecourt,CLAUDE MONET (b. 1840 d. 1926),oil on canvas,$2.6M,$1.2M,0.5x,11 years,https://www.masterworks.com/research/artist/claude-monet/artwork/bennecourt-1885-w:6c1876d3fc9d2bc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN9516lot34.jpg
