title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
Plante et insecte,PABLO PICASSO (b. 1881 d. 1973),ink on paper,$58.8K,$62.8K,1.1x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/plante-et-insecte-1956-w:8660272282eb246,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BP1019lot26.jpg
Tête,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$6.8M,$7M,1x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-1969-w:53dba166cab64f7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL10334lot55.jpg
Nature morte au compotier,PABLO PICASSO (b. 1881 d. 1973),oil and coloured crayon on canvas,$168.5K,$172.5K,1x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-au-compotier-1924-w:060a405e471f719,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/LL6921lot966.jpg
Trois personnages (recto) & cinq personnages (verso): a double-sided drawing,PABLO PICASSO (b. 1881 d. 1973),"""felt-tip pen on card (recto); watercolor, wash and brush and ink on card (verso)""",$743.6K,$749K,1x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/trois-personnages-(recto)-&-cinq-personnages-(verso):-a-double-sided-drawing-1972-w:60ed21f6107afdb,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09140lot569.jpg
Fillette,PABLO PICASSO (b. 1881 d. 1973),pencil on paper,$330.3K,$332.1K,1x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/fillette-1922-w:c483a8cd94737f1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SP4038lot128.jpg
(a.r. 400),PABLO PICASSO (b. 1881 d. 1973),partially glazed and engraved ceramic plate,$10.2K,$10.2K,1x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/(a.r.-400)-1960-w:6c7ec96f0fa772b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CO19617lot55.jpg
T�te au masque,PABLO PICASSO (b. 1881 d. 1973),silver�repouss�plate,$43.2K,$43.1K,1x,8 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-au-masque-w:55e659d0b286641,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL19569lot376.jpg
La madone à la guirlande,PABLO PICASSO (b. 1881 d. 1973),gouache and watercolor on paper,$2.9M,$2.9M,1x,30 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/la-madone--la-guirlande-1904-w:0bd916471c03412,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN17658lot48.jpg
Baigneur,PABLO PICASSO (b. 1881 d. 1973),pencil on paper,$302.5K,$298K,1x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/baigneur-1919-w:2932cb4a105fed9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09431lot3.jpg
Paysage de vallauris,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$806.5K,$758.5K,0.9x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/paysage-de-vallauris-1953-w:7220c579929bbc2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2556lot154.jpg
La fille et le moine,PABLO PICASSO (b. 1881 d. 1973),ink on paper,$206.9K,$192.3K,0.9x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/la-fille-et-le-moine-1959-w:b1ec9efb2309b3e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL21004lot302.jpg
Tête d'homme barbu,PABLO PICASSO (b. 1881 d. 1973),coloured wax crayon on paper,$769K,$711K,0.9x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-d'homme-barbu-1964-w:63f2ae13189d5f2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7831lot199.jpg
Femme à la robe rose,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$4.6M,$4.2M,0.9x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme--la-robe-rose-1917-w:645ce81f4c7cf4b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09035lot19.jpg
Portrait du pere d'utrillo,PABLO PICASSO (b. 1881 d. 1973),plume et encre et aquarelle sur papier,$63.3K,$58.2K,0.9x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/portrait-du-pere-d'utrillo-w:51b8ac83b35aa05,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CP20081lot384.jpg
Plant de tomate,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$2.2M,$2M,0.9x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/plant-de-tomate-1944-w:33a17089efa8a62,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN9224lot83.jpg
Verre et pichet,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$3.1M,$2.7M,0.9x,12 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/verre-et-pichet-1944-w:8438c13504ed576,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL19002lot71.jpg
Tête en forme d'horloge,PABLO PICASSO (b. 1881 d. 1973),silver repoussé,$44.8K,$39.8K,0.9x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-en-forme-d'horloge-1959-w:e8ade54d55706a7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7833lot124.jpg
Nature morte aux cartes-à-jeu et pêches,PABLO PICASSO (b. 1881 d. 1973),"""watercolour, pastel, charcoal and pencil on inges paper""",$1.6M,$1.4M,0.9x,23 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-aux-cartes--jeu-et-pches-1914-w:e0c4bd0a086d744,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7974lot547.jpg
Nu couché (reclining nude),PABLO PICASSO (b. 1881 d. 1973),pencil on paper,$110.1K,$93.6K,0.8x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-couch-(reclining-nude)-1972-w:99747a3e15855d7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL17322lot316.jpg
Tripode (tripod),PABLO PICASSO (b. 1881 d. 1973),glazed ceramic vessel,$86K,$71.4K,0.8x,21 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tripode-(tripod)-1951-w:a5d67e7e17ca599,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7978lot26.jpg
Vallauris,PABLO PICASSO (b. 1881 d. 1973),silver repoussé,$48.4K,$39.8K,0.8x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/vallauris-1956-w:5410e778067cb64,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7833lot329.jpg
Homme terrassant un dragon,PABLO PICASSO (b. 1881 d. 1973),brush and ink on paper laid down on card,$61K,$50K,0.8x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-terrassant-un-dragon-1956-w:f2ec27b41700b6e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09861lot10.jpg
"""études, groupes de baigneuses, from carnet no. 67""",PABLO PICASSO (b. 1881 d. 1973),pen and ink on paper,$93.8K,$75K,0.8x,2 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22tudes,-groupes-de-baigneuses,-from-carnet-no.-67%22-1923-w:ea5133c26c9ba70",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10068lot63.jpg
Le peintre et son modèle,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$10.7M,$8.5M,0.8x,8 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-peintre-et-son-modle-1964-w:733150b1c4d4272,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL18006lot43.jpg
Nu couché,PABLO PICASSO (b. 1881 d. 1973),,$88K,$68.8K,0.8x,14 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-couch-w:834a454264f007e,False,
Figure,PABLO PICASSO (b. 1881 d. 1973),tin (bottle cap),$11.3K,$8.7K,0.8x,18 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/figure-1943-w:c2aad526996faa4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/APF1616lot214.jpg
La conversation,PABLO PICASSO (b. 1881 d. 1973),oil on cradled panel,$462K,$355.8K,0.8x,12 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/la-conversation-1901-w:afe8fd29ba808b7,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL6921lot618.jpg
Visage dans un carré,PABLO PICASSO (b. 1881 d. 1973),silver repoussé,$66.1K,$50K,0.8x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/visage-dans-un-carr-1956-w:6b810500c5786ee,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2784lot41.jpg
Jeune fille - right side of the recto étude pour saltimbanque - right side of the verso,PABLO PICASSO (b. 1881 d. 1973),"""watercolour and crayon on paper - recto, pen and ink on paper - verso""",$188K,$137.2K,0.7x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/jeune-fille---right-side-of-the-recto-tude-pour-saltimbanque---right-side-of-the-verso-1905-w:98f7c675a5ae303,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SS-L11005lot250.jpg
Le réservoir,PABLO PICASSO (b. 1881 d. 1973),ripolin on board,$4.1M,$2.8M,0.7x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-rservoir-1952-w:7a5feba0f332228,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10368lot13.jpg
Étude pour lysistrata,PABLO PICASSO (b. 1881 d. 1973),pencil on paper,$81.3K,$55.6K,0.7x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tude-pour-lysistrata-1933-w:e0bbfc70b36e587,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL19007lot99.jpg
Visage sur carton ondulé,PABLO PICASSO (b. 1881 d. 1973),silver repoussé,$58.6K,$40K,0.7x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/visage-sur-carton-ondul-1967-w:040665378088324,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2784lot489.jpg
Femme assise,PABLO PICASSO (b. 1881 d. 1973),bronze,$77.1K,$52.5K,0.7x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-assise-1903-w:543c4ef584064a1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10495lot412.jpg
Tableau de famille,PABLO PICASSO (b. 1881 d. 1973),gouache and brush and ink on linocut,$242.5K,$162.5K,0.7x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tableau-de-famille-1964-w:1af3dc881ff5597,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09931lot198.jpg
"""taureau ailé contemplé par quatre enfants, plate 13 from la suite vollard""",PABLO PICASSO (b. 1881 d. 1973),etching on montval paper,$44.8K,$30K,0.7x,6 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22taureau-ail-contempl-par-quatre-enfants,-plate-13-from-la-suite-vollard%22-1934-w:a2588ae609cd37f",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN3443lot132.jpg
Le viol,PABLO PICASSO (b. 1881 d. 1973),"""pen and ink, brush and ink, and wash on paper""",$13.5M,$8.7M,0.6x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-viol-1940-w:4bff3c9c5e7779d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09740lot30.jpg
Femme debout,PABLO PICASSO (b. 1881 d. 1973),bronze with golden brown patina,$60K,$37.5K,0.6x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-debout-1945-w:5279fe6b74298c2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7859lot310.jpg
Dormeur,PABLO PICASSO (b. 1881 d. 1973),silver repoussé,$67K,$40K,0.6x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/dormeur-1967-w:2c5b46d7c4c67b6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2784lot490.jpg
Femme nue se coiffant,PABLO PICASSO (b. 1881 d. 1973),watercolour on buff paper,$618.8K,$368.8K,0.6x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-nue-se-coiffant-1906-w:952a46c5f127ffd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL7951lot137.jpg
Homme couché et femme assise,PABLO PICASSO (b. 1881 d. 1973),pen and ink and ink wash on paper,$984.8K,$586K,0.6x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-couch-et-femme-assise-1943-w:ebf21abef389dc0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09497lot115.jpg
Corrida,PABLO PICASSO (b. 1881 d. 1973),oil pastel on printed paper,$80.7K,$47.5K,0.6x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/corrida-1957-w:d6a3fd2e8cbcd70,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09634lot120.jpg
Oiseau,PABLO PICASSO (b. 1881 d. 1973),painted and incised ceramic,$90.4K,$52.9K,0.6x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/oiseau-1954-w:256fe3a688968fe,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL18008lot650.jpg
Les ménines,PABLO PICASSO (b. 1881 d. 1973),black felt-tip pen on paper,$26.8K,$15.6K,0.6x,less than a year,https://www.masterworks.com/research/artist/pablo-picasso/artwork/les-mnines-1964-w:c047793d212912d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1548lot341.jpg
Main,PABLO PICASSO (b. 1881 d. 1973),gouache on paper,$615K,$350K,0.6x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/main-1920-w:3b289b1ab2b6a68,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN16977lot15.jpg
Centaure phallique ii,PABLO PICASSO (b. 1881 d. 1973),gold,$48.6K,$26.4K,0.5x,13 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/centaure-phallique-ii-1973-w:a20c9491cbbc2f2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SA3004lot286.jpg
Le picador,PABLO PICASSO (b. 1881 d. 1973),pen and ink and ink wash on paper,$455.2K,$225K,0.5x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-picador-1960-w:4c85332a54577ba,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09498lot451.jpg
Nu allongé,PABLO PICASSO (b. 1881 d. 1973),"""watercolor, wax crayon, pen and ink and pencil on paper""",$2.4M,$1.2M,0.5x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-allong-1938-w:f288f35737924ab,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL14002lot6.jpg
La couseuse (the seamstress),PABLO PICASSO (b. 1881 d. 1973),black conté crayon and charcoal on paper,$461K,$209.3K,0.5x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/la-couseuse-(the-seamstress)-1905-w:883a209b680a21a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SH16898lot322.jpg
"""nu féminin assis, from carnet no. 67""",PABLO PICASSO (b. 1881 d. 1973),pen and ink on paper,$97.5K,$38.1K,0.4x,2 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22nu-fminin-assis,-from-carnet-no.-67%22-1923-w:8cd1972f172782b",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL19007lot48.jpg
"""personnage accroupi - right side of the recto personnage accroupi - counterproof, left side of the recto personnage accroupi - right side of the verso""",PABLO PICASSO (b. 1881 d. 1973),pen and ink on paper,$37.6K,$13.8K,0.4x,5 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22personnage-accroupi---right-side-of-the-recto-personnage-accroupi---counterproof,-left-side-of-the-recto-personnage-accroupi---right-side-of-the-verso%22-1920-w:edabed685ca98f1",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08777lot129.jpg
"""tête, profil gauche""",PABLO PICASSO (b. 1881 d. 1973),"""engraved bone, pendant-amulet""",$31K,$11.2K,0.4x,22 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22tte,-profil-gauche%22-1940-w:86f4eac0c2087e1",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/PP18501lot47.jpg
